"11","28","1987-12-20 18:50:38","5","Method usually president question world data effort occur","80","54"
"18","29","1976-08-16 22:36:54","1","Minute beyond your war soldier coach shake suddenly should","80","46"
"8","53","2011-08-15 14:23:30","1","Friend process young sound interview boy prove hot","93","96"
"15","70","1972-09-07 15:55:39","0","Everything discover hot right never popular city require relate term","50","79"
"11","24","2008-07-16 00:31:18","0","Base will ask pretty","26","78"
"2","57","1977-07-14 11:09:01","2","Response lay response within lawyer notice type Mrs culture","62","73"
"16","31","1981-04-10 11:38:32","0","Mother lot range prevent summer near project trouble tend","79","12"
"13","35","2020-02-09 10:09:49","3","Mission something country include good Mrs himself","92","68"
"7","35","2000-07-11 02:44:02","5","Time which north far practice law wish","21","54"
"0","10","1970-05-22 23:17:58","0","Actually until ground usually learn anything budget clear","22","62"
"2","16","1977-11-19 16:55:39","5","Firm type cell offer enter yourself event tree family admit Republican","37","73"
"9","14","1981-12-25 07:33:45","4","Nor wear second top raise cover box","68","45"
"6","77","1982-05-11 11:39:55","4","Them yourself product no case democratic work opportunity such true","87","78"
"15","24","2002-02-06 10:14:55","2","Still body poor high kid","12","86"
"3","31","2000-10-13 22:50:02","5","Store probably individual easy poor girl","49","84"
"5","14","2011-08-27 07:14:11","2","Can why up memory drug road imagine standard","12","93"
"15","1","1994-08-22 08:04:17","3","Cause room writer society stay worker argue fly at across","100","96"
"2","70","2009-08-18 00:28:34","4","Trip consider east then yet fear event thus worry say","5","51"
"4","70","1994-04-26 16:32:44","4","Fish meeting item during policy agency however","47","97"
"1","91","2008-12-06 09:33:59","4","Lot western prove recently stuff participant total stuff determine million already","38","97"
"3","53","2003-01-05 06:08:34","3","Appear offer important national stand brother step","12","58"
"0","61","2018-09-05 23:12:03","1","Themselves have professional yes just positive within tough step","100","41"
"5","90","1991-12-18 22:30:48","5","Security all in choose treatment hope program do","73","17"
"16","2","2003-01-10 09:58:05","2","Water agent make travel sea office","77","51"
"5","44","2020-03-17 17:02:28","1","Modern so trial person","17","60"
"13","89","2011-11-24 06:11:19","2","Establish order may drug change","75","21"
"19","39","1977-10-08 16:53:42","3","Read wear theory important mean almost","74","40"
"2","42","1999-09-06 00:35:08","1","Common threat gun model strategy establish again ahead","83","37"
"13","78","2017-09-06 15:46:14","5","Event firm against instead training article again size their station","27","22"
"14","16","2006-11-08 18:46:43","4","Training deep director beat reduce responsibility news knowledge","4","21"
"8","78","1998-09-30 05:46:21","4","Coach this forget watch skin these","33","37"
"14","95","1986-08-31 20:16:28","3","Important determine within fund behind year","60","30"
"9","80","2000-12-29 04:42:25","4","Color yet production debate police agency hope common thought","21","11"
"11","45","2004-09-04 10:25:43","4","Ok trade dinner difference family than","85","97"
"16","1","2009-08-06 10:14:49","5","Build firm book without","2","99"
"1","17","2009-05-26 09:18:47","5","Claim hour return dark ten man who","78","47"
"16","48","2003-12-12 14:57:55","1","Yeah provide continue and either","25","47"
"3","46","2019-12-03 00:44:51","0","True believe strong any purpose newspaper","84","42"
"4","9","1985-06-20 10:44:03","0","Cold nearly enjoy nearly time reach cup capital","21","30"
"19","29","1976-03-02 09:25:46","4","Need contain step herself human great area","96","79"
"17","77","1979-04-11 10:39:55","2","Enter factor yet or fight PM church care easy view","77","40"
"12","15","2018-10-22 16:11:09","4","List amount between how two its break tonight","20","8"
"6","75","2003-12-17 03:12:52","4","Down plan call customer each power staff training left after","90","56"
"3","52","1971-10-09 16:32:21","0","Run everybody onto sing nearly family issue field","6","4"
"7","21","1981-12-06 23:32:50","2","During owner check attorney process stock","89","61"
