id,name,category,alcoholType,glass,instructions,imageUrl,ingredients/0/name,ingredients/0/measure,ingredients/1/name,ingredients/1/measure,ingredients/2/name,ingredients/2/measure,ingredients/3/name,ingredients/3/measure,ingredients/4/name,ingredients/4/measure,ingredients/5/name,ingredients/5/measure,ingredients/6/name,ingredients/6/measure,ingredients/7/name,ingredients/7/measure,ingredients/8/name,ingredients/8/measure,ingredients/9/name,ingredients/9/measure,ingredients/10/name,ingredients/10/measure,ingredients/11/name,ingredients/11/measure
13751,Cuba Libra,Ordinary Drink,ALCOHOLIC,Highball glass,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Dark rum,1-2 shot,Lime,Squeeze,Coca-Cola,Fill with,Ice,,,,,,,,,,,,,,,,,
17211,Dark and Stormy,Ordinary Drink,ALCOHOLIC,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Dark Rum,5 cl,Ginger Beer,10 cl,,,,,,,,,,,,,,,,,,,,
17002,Gideon's Green Dinosaur,Ordinary Drink,ALCOHOLIC,Collins glass,Add all ingredients in collins glass with ice and stir.,https://www.thecocktaildb.com/images/media/drink/p5r0tr1503564636.jpg,Dark rum,1.5 cl,Vodka,1.5 cl,Triple sec,1.5 cl,Tequila,1.5 cl,Melon liqueur,1.5 cl,Mountain Dew,Fill with,,,,,,,,,,,,
11670,Lord And Lady,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Dark rum,4.5 cl,Tia maria,1.5 cl,,,,,,,,,,,,,,,,,,,,
11766,Midnight Cowboy,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Bourbon,6 cl,Dark rum,3 cl,Heavy cream,1.5 cl,,,,,,,,,,,,,,,,,,
15841,Mojito #3,Cocktail,ALCOHOLIC,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Mint,1/2 handful,Lemon juice,3 cl,Dark rum,1/8 L Jamaican,Club soda,1/8 L,Angostura bitters,8 drops,,,,,,,,,,,,,,
17191,Planter's Punch,Punch / Party Drink,ALCOHOLIC,Collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",https://www.thecocktaildb.com/images/media/drink/yvos231504351384.jpg,Dark rum,1 part,Orgeat syrup,1/2 part,Orange juice,2 parts,Pineapple juice,1 part,,,,,,,,,,,,,,,,
11993,Quentin,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Dark rum,4.5 cl,Kahlua,1.5 cl,Light cream,3 cl,Nutmeg,1/8 tsp grated,,,,,,,,,,,,,,,,
12446,Veteran,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,Dark rum,6 cl,Cherry brandy,1.5 cl,,,,,,,,,,,,,,,,,,,,
17227,Addington,Cocktail,ALCOHOLIC,Cocktail glass,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,Sweet Vermouth,2 shots,Dry Vermouth,1 shot,Soda Water,Top up with,,,,,,,,,,,,,,,,,,
11007,Adonis Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/xrvruq1472812030.jpg,Sweet Vermouth,2.3 cl,Sherry,4.5 cl dry,Orange bitters,1 dash,,,,,,,,,,,,,,,,,,
11009,Affinity,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/nwatpb1504817045.jpg,Scotch,4.5 cl,Sweet Vermouth,3 cl,Dry Vermouth,3 cl,Orange bitters,2 dashes,,,,,,,,,,,,,,,,
15941,Americano,Ordinary Drink,ALCOHOLIC,Collins glass,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",https://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,Campari,3 cl,Sweet Vermouth,3 cl red,Lemon peel,Twist of,Orange peel,Twist of,,,,,,,,,,,,,,,,
11060,Balmoral,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,Scotch,4.5 cl,Sweet Vermouth,1.5 cl,Dry Vermouth,1.5 cl,Bitters,2 dashes,,,,,,,,,,,,,,,,
11106,Blackthorn,Ordinary Drink,ALCOHOLIC,Cocktail glass,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg,Sweet Vermouth,3 cl,Sloe gin,4.5 cl,Lemon peel,1 twist of,,,,,,,,,,,,,,,,,,
11121,Bobby Burns Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg,Sweet Vermouth,4.5 cl,Scotch,4.5 cl,Benedictine,1 1/4 tsp,Lemon peel,1 twist of,,,,,,,,,,,,,,,,
17251,Boulevardier,Cocktail,ALCOHOLIC,Martini Glass,"Stir with ice, strain, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/km84qi1513705868.jpg,Campari,3 cl,Sweet Vermouth,3 cl,Rye whiskey,3.8 cl,Orange Peel,1,,,,,,,,,,,,,,,,
11255,Clove Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,Sweet Vermouth,3 cl,Sloe gin,1.5 cl,Wine,1.5 cl Muscatel,,,,,,,,,,,,,,,,,,
11369,Flying Scotchman,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,Scotch,3 cl,Sweet Vermouth,3 cl,Bitters,1 dash,Sugar syrup,1/4 tsp,,,,,,,,,,,,,,,,
11476,Highland Fling Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,Scotch,4.5 cl,Sweet Vermouth,2.3 cl,Orange bitters,2 dashes,Olive,1,,,,,,,,,,,,,,,,
13839,Manhattan,Cocktail,ALCOHOLIC,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,Sweet Vermouth,2.3 cl,Bourbon,7.5 cl Blended,Angostura bitters,dash,Ice,2 or 3,Maraschino cherry,1,Orange peel,1 twist of,,,,,,,,,,,,
17828,Tipperary,Cocktail,ALCOHOLIC,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,Irish Whiskey,6 cl,Sweet Vermouth,3 cl,Green Chartreuse,1.5 cl,,,,,,,,,,,,,,,,,,
11008,Affair,Ordinary Drink,ALCOHOLIC,Highball glass,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",https://www.thecocktaildb.com/images/media/drink/wxrsxx1472720734.jpg,Strawberry schnapps,6 cl,Orange juice,6 cl,Cranberry juice,6 cl,Club soda,,,,,,,,,,,,,,,,,
12322,Strawberry Margarita,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,Strawberry schnapps,1.5 cl,Tequila,3 cl,Triple sec,1.5 cl,Lemon juice,3 cl,Strawberries,3 cl,Salt,,,,,,,,,,,,,
11324,Dry Rob Roy,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,Scotch,7.5 cl,Dry Vermouth,1 1/2 tsp,Lemon peel,1 twist of,,,,,,,,,,,,,,,,,,
11423,Godfather,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/r74uz51504368928.jpg,Scotch,4.5 cl,Amaretto,2.3 cl,,,,,,,,,,,,,,,,,,,,
12820,Irish Cream,Homemade Liqueur,ALCOHOLIC,Irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,Scotch,1 cup,Half-and-half,1 1/4 cup,Condensed milk,1 can sweetened,Coconut syrup,3 drops,Chocolate syrup,1 tblsp,,,,,,,,,,,,,,
11658,Loch Lomond,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Scotch,6 cl,Drambuie,1.5 cl,Dry Vermouth,1.5 cl,Lemon peel,1 twist of,,,,,,,,,,,,,,,,
12101,Rusty Nail,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Scotch,4.5 cl,Drambuie,1.5 cl,Lemon peel,1 twist of,,,,,,,,,,,,,,,,,,
12138,Scotch Cobbler,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",https://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,Scotch,6 cl,Brandy,4 dashes,Curacao,4 dashes,Orange,1 slice,Mint,1,,,,,,,,,,,,,,
12158,Scotch Sour,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Scotch,4.5 cl,Lime,Juice of 1/2,Powdered sugar,1/2 tsp,Lemon,1/2 slice,Cherry,1,,,,,,,,,,,,,,
12388,Thriller,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Scotch,4.5 cl,Wine,3 cl Green Ginger,Orange juice,3 cl,,,,,,,,,,,,,,,,,,
12518,Whisky Mac,Ordinary Drink,ALCOHOLIC,Collins Glass,Pour both of the ingredients into a wine goblet with no ice.,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Scotch,4.5 cl,Wine,3 cl Green Ginger,,,,,,,,,,,,,,,,,,,,
11010,After Dinner Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,https://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Apricot brandy,3 cl,Triple sec,3 cl,Lime,Juice of 1,Lime,1,,,,,,,,,,,,,,,,
11011,After Supper Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,Triple sec,3 cl,Apricot brandy,3 cl,Lemon juice,1/2 tsp,,,,,,,,,,,,,,,,,,
15849,Apricot punch,Punch / Party Drink,ALCOHOLIC,Punch bowl,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,https://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Apricot brandy,1 qt,Champagne,4 fifth,Vodka,1 fifth,7-Up,4 L,Orange juice,1/2 gal,,,,,,,,,,,,,,
12308,Stone Sour,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,3 cl,Orange juice,3 cl,Sweet and sour,3 cl,,,,,,,,,,,,,,,,,,
12434,Valencia Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,Apricot brandy,4.5 cl,Orange juice,1 tblsp,Orange bitters,2 dashes,,,,,,,,,,,,,,,,,,
16134,Absolutly Screwed Up,Cocktail,ALCOHOLIC,Collins glass,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",https://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,Absolut Citron,1 shot,Orange juice,1 shot,Triple sec,1 shot,Ginger ale,Fill to top,,,,,,,,,,,,,,,,
11019,Alfie Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg,Lemon vodka,4.5 cl,Triple sec,1 dash,Pineapple juice,1 tblsp,,,,,,,,,,,,,,,,,,
17168,Amaretto Sunset,Ordinary Drink,ALCOHOLIC,Collins Glass,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",https://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Triple sec,1/2 jigger,Amaretto,3 shots,Cider,1/2 cup,Ice,Add 1/2 cup,,,,,,,,,,,,,,,,
16986,Bible Belt,Other/Unknown,ALCOHOLIC,Highball glass,"Mix all ingredients, and pour over ice.",https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,Southern Comfort,6 cl,Triple sec,1.5 cl,Lime,2 wedges,Sour mix,6 cl,,,,,,,,,,,,,,,,
14181,Cafe Savoy,Coffee / Tea,ALCOHOLIC,Coffee mug,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,Coffee,,Milk,1.5 cl,Triple sec,1.5 cl,Brandy,,,,,,,,,,,,,,,,,
11251,City Slicker,Ordinary Drink,ALCOHOLIC,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Brandy,6 cl,Triple sec,1.5 cl,Lemon juice,1 tblsp,,,,,,,,,,,,,,,,,,
17199,Golden dream,Ordinary Drink,ALCOHOLIC,Cocktail glass,Shake with cracked ice. Strain into glass and serve.,https://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,Galliano,2 parts,Triple Sec,2 parts,orange juice,2 parts,Cream,1 part,,,,,,,,,,,,,,,,
11600,Kamikaze,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Vodka,3 cl,Triple sec,3 cl,Lime juice,3 cl,,,,,,,,,,,,,,,,,,
13060,Margarita,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,Tequila,4.5 cl,Triple sec,1.5 cl,Lime juice,3 cl,Salt,,,,,,,,,,,,,,,,,
15330,Orange Crush,Shot,ALCOHOLIC,Shot glass,Add all ingredients to tumbler-Pour as shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,Vodka,3 cl,Triple sec,3 cl,Orange juice,3 cl,,,,,,,,,,,,,,,,,,
11872,Orgasm,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,Creme de Cacao,1.5 cl white,Amaretto,1.5 cl,Triple sec,1.5 cl,Vodka,1.5 cl,Light cream,3 cl,,,,,,,,,,,,,,
12198,Sidecar Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,Brandy,3 cl,Triple sec,1.5 cl,Lemon,Juice of 1/4,,,,,,,,,,,,,,,,,,
17219,Yellow Bird,Cocktail,ALCOHOLIC,Cocktail glass,Shake and strain into a chilled cocktail glass,https://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,White Rum,3 cl,Galliano,1.5 cl,Triple Sec,1.5 cl,Lime Juice,1.5 cl,,,,,,,,,,,,,,,,
16405,A Piece of Ass,Other/Unknown,ALCOHOLIC,Highball glass,Put ice in glass. Pour in shots. Fill with Sour Mix.,https://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Amaretto,1 shot,Southern Comfort,1 shot,Ice,cubes,Sour mix,,,,,,,,,,,,,,,,,
14560,A.D.M. (After Dinner Mint),Cocktail,ALCOHOLIC,Irish coffee cup,shake vigorously,https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,White Creme de Menthe,1.5 cl,Southern Comfort,2.3 cl,Vodka,1.5 cl,Hot chocolate,Fill with,,,,,,,,,,,,,,,,
11012,Alabama Slammer,Ordinary Drink,ALCOHOLIC,Highball glass,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",https://www.thecocktaildb.com/images/media/drink/qtwxwr1483387647.jpg,Southern Comfort,3 cl,Amaretto,3 cl,Sloe gin,1.5 cl,Lemon juice,1 dash,,,,,,,,,,,,,,,,
17094,Alice in Wonderland,Ordinary Drink,ALCOHOLIC,Collins Glass,Just mix the three ingredients one to one to one,https://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Amaretto,1 shot,Grand Marnier,1 shot,Southern Comfort,1 shot,,,,,,,,,,,,,,,,,,
13423,Atlantic Sun,Ordinary Drink,ALCOHOLIC,Collins Glass,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",https://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,Vodka,2 cl Smirnoff,Southern Comfort,2 cl,Passion fruit syrup,2 cl,Sweet and sour,6 cl,Club soda,1 dash,,,,,,,,,,,,,,
16041,Mudslinger,Punch / Party Drink,ALCOHOLIC,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,Southern Comfort,750 ml,Orange juice,1 L,Pepsi Cola,750 ml,,,,,,,,,,,,,,,,,,
15178,Texas Rattlesnake,Shot,ALCOHOLIC,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Yukon Jack,1 part,Cherry brandy,1/2 part,Southern Comfort,1 part,Sweet and sour,1 splash,,,,,,,,,,,,,,,,
12224,Sloe Gin Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,Sloe gin,6 cl,Dry Vermouth,1/4 tsp,Orange bitters,1 dash,,,,,,,,,,,,,,,,,,
15194,Amaretto Shake,Ordinary Drink,ALCOHOLIC,Collins Glass,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,https://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,Chocolate ice-cream,2 scoops,Brandy,6 cl,Amaretto,6 cl,,,,,,,,,,,,,,,,,,
11016,Brandy Alexander,Ordinary Drink,ALCOHOLIC,Cocktail glass,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/tvqxvr1483387746.jpg,Brandy,3 cl,Creme de Cacao,3 cl white,Light cream,3 cl,Nutmeg,,,,,,,,,,,,,,,,,
11164,Brandy Flip,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",https://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,Brandy,6 cl,Egg,1 whole,Sugar,1 tsp superfine,Light cream,1.5 cl,Nutmeg,1/8 tsp grated,,,,,,,,,,,,,,
11170,Brandy Sour,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/tu0mts1504366540.jpg,Brandy,6 cl,Lemon,Juice of 1/2,Powdered sugar,1/2 tsp,Lemon,1/2 slice,Cherry,1,,,,,,,,,,,,,,
17202,Horse's Neck,Ordinary Drink,ALCOHOLIC,Highball glass,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,Lemon peel,1 long strip,Brandy,6 cl,Ginger ale,15 cl,Bitters,2 dashes,,,,,,,,,,,,,,,,
16951,Kioki Coffee,Coffee / Tea,ALCOHOLIC,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Kahlua,3 cl,Brandy,1.5 cl,Coffee,,,,,,,,,,,,,,,,,,,
11963,Port Wine Cocktail,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,Port,7.5 cl,Brandy,1/2 tsp,,,,,,,,,,,,,,,,,,,,
17192,Porto flip,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Brandy,3 parts,Port,9 parts,Egg Yolk,2 parts,,,,,,,,,,,,,,,,,,
12130,Scooter,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Brandy,3 cl,Amaretto,3 cl,Light cream,3 cl,,,,,,,,,,,,,,,,,,
12256,Sol Y Sombra,Ordinary Drink,ALCOHOLIC,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy,4.5 cl,Anisette,4.5 cl,,,,,,,,,,,,,,,,,,,,
17193,Stinger,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Brandy,4.5 cl,White Creme de Menthe,1.5 cl,,,,,,,,,,,,,,,,,,,,
11020,Algonquin,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,Blended whiskey,4.5 cl,Dry Vermouth,3 cl,Pineapple juice,3 cl,,,,,,,,,,,,,,,,,,
11129,Boston Sour,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,Blended whiskey,6 cl,Lemon,Juice of 1/2,Powdered sugar,1 tsp,Egg white,1,Lemon,1 slice,Cherry,1,,,,,,,,,,,,
11205,California Lemonade,Ordinary Drink,ALCOHOLIC,Collins glass,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,https://www.thecocktaildb.com/images/media/drink/qvvxwy1472406424.jpg,Blended whiskey,6 cl,Lemon,Juice of 1,Lime,Juice of 1,Powdered sugar,1 tblsp,Grenadine,1/4 tsp,Carbonated water,,,,,,,,,,,,,
11382,Frisco Sour,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,https://www.thecocktaildb.com/images/media/drink/y39l941504884150.jpg,Blended whiskey,6 cl,Benedictine,1.5 cl,Lemon,Juice of 1/4,Lime,Juice of 1/2,Lemon,1 slice,Lime,1 slice,,,,,,,,,,,,
11558,Japanese Fizz,Ordinary Drink,ALCOHOLIC,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Blended whiskey,4.5 cl,Lemon,Juice of 1/2,Powdered sugar,1 tsp,Port,1 tblsp,Egg white,1,Carbonated water,,,,,,,,,,,,,
11844,New York Sour,Ordinary Drink,ALCOHOLIC,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Blended whiskey,6 cl,Lemon,Juice of 1/2,Sugar,1 tsp,Red wine,(Claret),Lemon,,Cherry,,,,,,,,,,,,,
12516,Whiskey Sour,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",https://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,Blended whiskey,6 cl,Lemon,Juice of 1/2,Powdered sugar,1/2 tsp,Cherry,1,Lemon,1/2 slice,,,,,,,,,,,,,,
